year,id,state,age,pid_3,race_7,educ_6,gender,understanding_poli_issue,interest_public_affairs,income_group,marital_stat,trust_ppl,religion_importance,traditional_values,abortion_allowed,environment_regulation,defense_spending,protect_homosexuals,immigrants_change6,gun_control,treatment,nationality,race,pid,education
2020,2020408628,NE,45,3,1,4,Female,Moderately well,,68 to 95 percentile,Married,About half the time,"Yes, important",Agree somewhat,The law should permit abortion for reasons other than,4,5,Favor,Decreased a lot,More difficult,Treatment2,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency plus non-academic"
2020,2020203540,MI,62,3,1,6,Female,Moderately well,,17 to 33 percentile,Divorced,Once in a while,"Yes, important",Neither agree nor disagree,"The law should permit abortion only in case of rape,",4,4,Favor,Decreased a lot,More difficult,Treatment1,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020321813,VA,49,2,1,3,Male,Moderately well,,0 to 16 percentile,Married,Most of the time,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",4,4,Favor,Decreased a little,Keep these rules about the same,Treatment3,American,White non-Hispanic,Independent,"12 grades, diploma or equivalency"
2020,2020227867,MD,56,1,4,6,Male,Slightly well,,17 to 33 percentile,Married,Once in a while,"Yes, important",Agree strongly,"By law, a woman should always be able to obtain an",3,DK; haven't thought much about it,Favor,Same as now,More difficult,Treatment2,American,American Indian or Alaska Native non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020510279,TX,37,1,2,6,Male,No response,,68 to 95 percentile,Married,Never,"Yes, important",No response,"The law should permit abortion only in case of rape,",Much tougher regulations to protet the environment,2,Favor,No response,No response,Treatment4,American,Black non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020453215,CA,57,3,5,3,Male,No response,,96 to 100 percentile,Married,Most of the time,Little to no importance,No response,The law should permit abortion for reasons other than,6,6,Favor,No response,No response,Treatment2,American,Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020202622,FL,23,3,1,5,Male,Moderately well,,0 to 16 percentile,Never married,About half the time,Little to no importance,Neither agree nor disagree,"By law, a woman should always be able to obtain an",5,4,Favor,Decreased a little,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020445702,SD,48,3,1,6,Female,Moderately well,,68 to 95 percentile,Divorced,About half the time,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",DK; haven't thought much about it,Greatly increase defense spending,Oppose,Decreased a little,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020525189,NY,47,3,1,6,Female,No response,,96 to 100 percentile,Married,Most of the time,"Yes, important",No response,"By law, abortion should never be permitted",4,5,Favor,No response,No response,Treatment3,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020201636,AZ,70,1,1,6,Female,Moderately well,,34 to 67 percentile,Widowed,Most of the time,Little to no importance,Agree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,3,Favor,Same as now,More difficult,Treatment1,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020362074,PA,43,1,1,6,Female,Moderately well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree somewhat,"By law, a woman should always be able to obtain an",3,DK; haven't thought much about it,Oppose,Decreased a little,More difficult,Treatment4,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020324997,KY,31,1,2,6,Female,Not well at all,,34 to 67 percentile,Married,Once in a while,"Yes, important",Agree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly increase defense spending,Favor,Decreased a lot,More difficult,Treatment2,American,Black non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020329930,MO,36,2,1,4,Female,No response,,0 to 16 percentile,Married,About half the time,Little to no importance,No response,"By law, a woman should always be able to obtain an",4,3,Favor,No response,No response,Treatment2,American,White non-Hispanic,Independent,"12 grades, diploma or equivalency plus non-academic"
2020,2020226178,MO,39,1,1,6,Female,Slightly well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree somewhat,The law should permit abortion for reasons other than,4,4,Favor,Increased a little,More difficult,Treatment1,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020365370,OH,52,3,1,5,Male,Moderately well,,34 to 67 percentile,Never married,About half the time,"Yes, important",Agree somewhat,"The law should permit abortion only in case of rape,",3,5,Favor,Decreased a lot,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020206518,GA,71,3,1,5,Male,Moderately well,,34 to 67 percentile,Divorced,About half the time,Little to no importance,Agree strongly,The law should permit abortion for reasons other than,5,Greatly increase defense spending,Favor,Decreased a lot,Keep these rules about the same,Treatment3,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020426947,CA,55,3,1,3,Male,Moderately well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Agree strongly,The law should permit abortion for reasons other than,4,6,Favor,Same as now,Make it easier,Treatment3,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020420215,SD,42,3,1,6,Male,No response,,68 to 95 percentile,Married,Most of the time,"Yes, important",No response,"By law, abortion should never be permitted",4,4,Favor,No response,No response,Treatment1,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
2020,2020365196,MN,61,1,1,6,Male,Very well,,68 to 95 percentile,Married,Most of the time,Little to no importance,Disagree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,3,Favor,Increased a lot,More difficult,Treatment1,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020424057,IN,47,1,2,6,Female,Moderately well,,68 to 95 percentile,"Partners; not married (VOLUNTEERED [exc.1986,2012])",About half the time,"Yes, important",Agree somewhat,"By law, a woman should always be able to obtain an",DK; haven't thought much about it,DK; haven't thought much about it,Favor,Same as now,More difficult,Treatment4,American,Black non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020331902,VA,21,1,1,5,Male,Moderately well,,0 to 16 percentile,Never married,About half the time,Little to no importance,Disagree somewhat,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,2,Favor,Increased a little,More difficult,Treatment2,American,White non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020403920,PA,61,1,1,5,Male,Very well,,34 to 67 percentile,Married,Most of the time,Little to no importance,Neither agree nor disagree,The law should permit abortion for reasons other than,Much tougher regulations to protet the environment,4,Favor,Increased a little,More difficult,Treatment2,American,White non-Hispanic,Democrat,"Some college, no degree; junior/community college"
2020,2020310288,TX,49,2,6,6,Male,No response,,96 to 100 percentile,Married,Most of the time,"Yes, important",No response,"By law, a woman should always be able to obtain an",4,Greatly increase defense spending,Favor,No response,No response,Treatment2,American,"Other or multiple races, non-Hispanic",Independent,BA level degrees; advanced degrees incl. LLB
2020,2020224127,ID,65,1,1,6,Male,Extremely well,,34 to 67 percentile,Divorced,Most of the time,"Yes, important",Neither agree nor disagree,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,4,Favor,Same as now,More difficult,Treatment3,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020208934,CA,80,1,1,6,Female,Extremely well,,96 to 100 percentile,Widowed,About half the time,"Yes, important",Agree strongly,The law should permit abortion for reasons other than,Much tougher regulations to protet the environment,4,Favor,Decreased a little,More difficult,Treatment1,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020453246,NY,56,3,1,5,Female,Extremely well,,68 to 95 percentile,Married,Most of the time,"Yes, important",Agree strongly,The law should permit abortion for reasons other than,Regulations already too much of a burden on business,6,Favor,Same as now,Keep these rules about the same,Treatment1,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020235899,PA,25,1,1,4,Female,Not well at all,,17 to 33 percentile,Never married,About half the time,Little to no importance,Neither agree nor disagree,The law should permit abortion for reasons other than,DK; haven't thought much about it,DK; haven't thought much about it,Favor,Decreased a little,More difficult,Treatment2,American,White non-Hispanic,Democrat,"12 grades, diploma or equivalency plus non-academic"
2020,2020431253,MI,0,3,1,3,Male,Moderately well,,0 to 16 percentile,Divorced,About half the time,"Yes, important",Agree strongly,The law should permit abortion for reasons other than,DK; haven't thought much about it,6,Favor,Decreased a lot,Keep these rules about the same,Treatment2,American,White non-Hispanic,Republican,"12 grades, diploma or equivalency"
2020,2020454799,AZ,54,2,1,4,Female,Moderately well,,68 to 95 percentile,Married,Once in a while,Little to no importance,Agree strongly,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,Greatly decrease defense spending,Favor,Decreased a lot,More difficult,Treatment1,American,White non-Hispanic,Independent,"12 grades, diploma or equivalency plus non-academic"
2020,2020217853,NC,69,3,1,5,Female,Moderately well,,0 to 16 percentile,Divorced,Once in a while,"Yes, important",Agree strongly,"By law, abortion should never be permitted",4,Greatly increase defense spending,Oppose,Decreased a lot,Keep these rules about the same,Treatment4,American,White non-Hispanic,Republican,"Some college, no degree; junior/community college"
2020,2020220897,TN,72,1,2,6,Female,Moderately well,,34 to 67 percentile,Divorced,About half the time,"Yes, important",Agree strongly,"By law, a woman should always be able to obtain an",DK; haven't thought much about it,6,Favor,Decreased a little,Keep these rules about the same,Treatment1,American,Black non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020208552,MI,51,1,1,6,Female,No response,,68 to 95 percentile,Divorced,About half the time,"Yes, important",No response,"By law, a woman should always be able to obtain an",Much tougher regulations to protet the environment,4,Favor,No response,No response,Treatment3,American,White non-Hispanic,Democrat,BA level degrees; advanced degrees incl. LLB
2020,2020235684,NJ,76,3,1,6,Female,Moderately well,,0 to 16 percentile,Married,About half the time,"Yes, important",Agree strongly,No response,DK; haven't thought much about it,4,Oppose,Decreased a lot,More difficult,Treatment4,American,White non-Hispanic,Republican,BA level degrees; advanced degrees incl. LLB
